,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
1775,Don't Blame Me - Commentary,reputation (Big Machine Radio Release Special),Taylor Swift,2017-11-10,109436,20,0.646,0.915,0.646,0.287,0.0,0.208,-11.839,0.943,86.424,3
1776,Don’t Blame Me,reputation (Big Machine Radio Release Special),Taylor Swift,2017-11-10,236413,35,0.615,0.106,0.615,0.534,1.76e-05,0.0607,-6.719,0.0386,135.917,4
1777,Delicate - Commentary,reputation (Big Machine Radio Release Special),Taylor Swift,2017-11-10,144707,19,0.647,0.972,0.647,0.236,0.0,0.201,-11.896,0.943,85.319,4
1778,Delicate,reputation (Big Machine Radio Release Special),Taylor Swift,2017-11-10,232253,46,0.75,0.216,0.75,0.404,0.000357,0.0911,-10.178,0.0682,95.045,4
1779,Look What You Made Me Do - Commentary,reputation (Big Machine Radio Release Special),Taylor Swift,2017-11-10,51096,19,0.763,0.916,0.763,0.378,0.0,0.248,-11.809,0.957,77.411,4
1780,Look What You Made Me Do,reputation (Big Machine Radio Release Special),Taylor Swift,2017-11-10,211853,53,0.766,0.204,0.766,0.709,1.41e-05,0.126,-6.471,0.123,128.07,4
1781,So It Goes… - Commentary,reputation (Big Machine Radio Release Special),Taylor Swift,2017-11-10,122847,18,0.728,0.861,0.728,0.318,0.0,0.152,-11.377,0.948,123.703,4
1782,So It Goes...,reputation (Big Machine Radio Release Special),Taylor Swift,2017-11-10,227906,26,0.574,0.122,0.574,0.61,1.1e-06,0.13,-7.283,0.0732,74.957,4
1783,Gorgeous - Commentary,reputation (Big Machine Radio Release Special),Taylor Swift,2017-11-10,79663,18,0.655,0.95,0.655,0.242,0.0,0.161,-12.29,0.942,76.531,4
1784,Gorgeous,reputation (Big Machine Radio Release Special),Taylor Swift,2017-11-10,209680,45,0.8,0.0713,0.8,0.535,9.48e-06,0.213,-6.684,0.135,92.027,4
1785,Getaway Car - Commentary,reputation (Big Machine Radio Release Special),Taylor Swift,2017-11-10,165897,18,0.718,0.976,0.718,0.177,0.0,0.157,-14.138,0.945,129.971,3
1786,Getaway Car,reputation (Big Machine Radio Release Special),Taylor Swift,2017-11-10,233626,35,0.562,0.00465,0.562,0.689,2.23e-06,0.0888,-6.745,0.127,172.054,4
1787,King Of My Heart - Commentary,reputation (Big Machine Radio Release Special),Taylor Swift,2017-11-10,56461,18,0.707,0.94,0.707,0.346,0.0,0.14,-11.991,0.945,83.407,3
1788,King Of My Heart,reputation (Big Machine Radio Release Special),Taylor Swift,2017-11-10,214320,30,0.675,0.00882,0.675,0.703,2.21e-06,0.0391,-7.902,0.0382,110.01,4
1789,Dancing With Our Hands Tied - Commentary,reputation (Big Machine Radio Release Special),Taylor Swift,2017-11-10,117214,18,0.719,0.941,0.719,0.281,0.0,0.284,-12.218,0.951,129.863,4
1790,Dancing With Our Hands Tied,reputation (Big Machine Radio Release Special),Taylor Swift,2017-11-10,211506,29,0.624,0.0604,0.624,0.691,1.1e-05,0.138,-6.686,0.196,160.024,4
1791,Dress - Commentary,reputation (Big Machine Radio Release Special),Taylor Swift,2017-11-10,108631,18,0.692,0.955,0.692,0.312,0.0,0.0914,-12.316,0.949,100.283,1
1792,Dress,reputation (Big Machine Radio Release Special),Taylor Swift,2017-11-10,230373,29,0.719,0.0329,0.719,0.469,0.0,0.169,-8.792,0.0533,120.085,4
1793,This Is Why We Can't Have Nice Things - Commentary,reputation (Big Machine Radio Release Special),Taylor Swift,2017-11-10,175419,18,0.72,0.983,0.72,0.207,0.0,0.252,-12.672,0.927,130.302,3
1794,This Is Why We Can't Have Nice Things,reputation (Big Machine Radio Release Special),Taylor Swift,2017-11-10,207133,29,0.567,0.0156,0.567,0.789,0.0,0.382,-5.986,0.115,163.96,4
1795,Call It What You Want - Commentary,reputation (Big Machine Radio Release Special),Taylor Swift,2017-11-10,81004,18,0.736,0.947,0.736,0.339,0.0,0.109,-12.422,0.926,68.253,4
1796,Call It What You Want,reputation (Big Machine Radio Release Special),Taylor Swift,2017-11-10,203506,34,0.598,0.186,0.598,0.504,0.000221,0.34,-9.874,0.0731,163.954,4
1797,New Year's Day - Commentary,reputation (Big Machine Radio Release Special),Taylor Swift,2017-11-10,167909,18,0.719,0.982,0.719,0.158,0.0,0.257,-13.859,0.946,130.315,3
1798,New Year’s Day,reputation (Big Machine Radio Release Special),Taylor Swift,2017-11-10,235466,28,0.661,0.921,0.661,0.151,0.0,0.13,-12.864,0.0354,94.922,4
1799,Radio Outro - Commentary,reputation (Big Machine Radio Release Special),Taylor Swift,2017-11-10,101791,18,0.774,0.952,0.774,0.298,0.0,0.147,-12.472,0.954,69.091,1
1800,All Too Well,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,329160,39,0.602,0.0448,0.602,0.605,0.000334,0.128,-7.803,0.0244,93.061,4
1801,Wildest Dreams,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,220440,41,0.55,0.0692,0.55,0.688,0.00144,0.106,-7.416,0.0897,139.997,4
1802,The Best Day,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,246306,32,0.669,0.639,0.669,0.448,4.06e-06,0.158,-8.566,0.0285,126.068,4
1803,Red,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,223093,36,0.605,0.0779,0.605,0.899,0.000125,0.0911,-4.273,0.0423,124.985,4
1804,Holy Ground,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,202960,32,0.627,0.0162,0.627,0.816,0.00208,0.0965,-6.698,0.0774,157.043,4
1805,Teardrops On My Guitar - Radio Single Remix,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,204706,34,0.626,0.313,0.626,0.427,0.0,0.138,-6.993,0.0234,99.959,4
1806,Our Song,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,203440,36,0.545,0.114,0.545,0.663,0.0,0.321,-5.05,0.0363,178.013,4
1807,22,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,232120,38,0.66,0.00254,0.66,0.733,0.00146,0.0473,-6.564,0.0379,104.009,4
1808,I Knew You Were Trouble.,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,219720,40,0.536,0.00476,0.536,0.464,2.67e-06,0.0357,-6.761,0.0412,77.318,4
1809,I Don’t Wanna Live Forever (Fifty Shades Darker),reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,247160,78,0.731,0.0586,0.731,0.445,1.96e-05,0.14,-8.418,0.0533,117.97,4
1810,Mean,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,238693,36,0.576,0.451,0.576,0.754,0.0,0.223,-3.982,0.0428,163.886,4
1811,How You Get The Girl,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,247533,34,0.765,0.00364,0.765,0.656,0.00868,0.0918,-6.112,0.0504,119.997,4
1812,So It Goes...,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,227906,48,0.574,0.122,0.574,0.61,1.1e-06,0.13,-7.283,0.0732,74.957,4
1813,Fifteen,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,295320,32,0.55,0.0717,0.55,0.628,0.0,0.138,-4.437,0.0269,95.122,4
1814,Mine,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,231866,37,0.621,0.00302,0.621,0.779,3.22e-06,0.187,-2.943,0.0301,121.034,4
1815,Sparks Fly,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,262920,34,0.61,0.041,0.61,0.782,0.0,0.16,-2.98,0.0309,114.977,4
1816,State Of Grace,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,295720,30,0.591,0.000184,0.591,0.828,0.00113,0.0879,-5.895,0.0333,129.962,4
1817,Haunted,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,245413,32,0.431,0.0648,0.431,0.949,0.0,0.0612,-2.622,0.0605,162.012,4
1818,Never Grow Up,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,292920,30,0.714,0.824,0.714,0.309,0.0,0.136,-8.828,0.0302,124.894,4
1819,Treacherous,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,242760,29,0.704,0.101,0.704,0.621,4.3e-06,0.14,-8.086,0.0334,109.995,4
1820,Babe,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,215106,32,0.577,0.0221,0.577,0.784,0.0,0.125,-3.266,0.101,171.791,4
1821,Welcome To New York,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,212600,33,0.789,0.0348,0.789,0.634,1.64e-06,0.302,-4.762,0.0323,116.992,4
1822,Fearless,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,242973,31,0.603,0.0377,0.603,0.718,0.0,0.307,-4.401,0.0272,100.163,4
1823,Enchanted,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,353253,51,0.535,0.0717,0.535,0.626,0.00127,0.158,-3.895,0.0274,81.963,4
1824,Change,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,281053,28,0.543,0.00418,0.543,0.763,0.0,0.111,-4.206,0.0376,96.006,4
1825,Ours,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,239346,42,0.61,0.469,0.61,0.56,0.0,0.087,-7.392,0.0279,159.837,4
1826,Out Of The Woods,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,235800,35,0.553,0.000743,0.553,0.841,1.19e-05,0.341,-6.937,0.0396,92.008,4
1827,Come Back...Be Here,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,223920,32,0.483,0.00471,0.483,0.548,2.01e-06,0.0997,-6.291,0.0254,79.926,4
1828,A Place in this World,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,202080,29,0.573,0.0577,0.573,0.767,0.0,0.327,-2.929,0.0323,114.984,4
1829,This Love,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,250093,30,0.481,0.678,0.481,0.435,0.0,0.0928,-8.795,0.0321,143.95,4
1830,The Lucky One,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,240266,29,0.706,0.0352,0.706,0.505,0.0,0.13,-7.639,0.0358,117.935,4
1831,Invisible,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,205853,28,0.609,0.56,0.609,0.383,0.0,0.165,-5.732,0.0243,96.005,4
1832,Breathe,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,264946,31,0.442,0.416,0.442,0.48,0.0,0.129,-7.405,0.0281,73.849,4
1833,Better Man,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,263613,35,0.502,0.123,0.502,0.843,0.0,0.0974,-3.648,0.0378,143.944,4
1834,Jump Then Fall,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,238093,28,0.617,0.113,0.617,0.699,0.0,0.074,-5.712,0.0274,80.007,4
1835,Begin Again,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,239426,30,0.53,0.199,0.53,0.526,3.52e-06,0.14,-8.349,0.0263,79.025,4
1836,Tied Together with a Smile,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,251213,28,0.479,0.521,0.479,0.547,0.0,0.0728,-4.948,0.0275,146.147,4
1837,The Story Of Us,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,267653,33,0.547,0.00556,0.547,0.808,0.000304,0.0587,-3.63,0.0398,139.908,4
1838,Forever & Always,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,226293,29,0.607,0.0806,0.607,0.829,0.0,0.207,-5.02,0.0588,128.057,4
1839,Hey Stephen,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,256040,28,0.843,0.191,0.843,0.541,1.85e-06,0.108,-7.361,0.0318,116.001,4
1840,Speak Now,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,243346,31,0.712,0.0991,0.712,0.603,0.0,0.102,-3.753,0.0304,118.986,4
1841,Wonderland,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,245560,34,0.422,0.0493,0.422,0.692,2.57e-05,0.177,-5.447,0.0549,184.014,4
1842,White Horse,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,235400,30,0.578,0.314,0.578,0.348,0.0,0.1,-8.066,0.0257,92.673,4
1843,I'm Only Me When I'm With You,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,215600,30,0.556,0.00454,0.556,0.933,0.000469,0.101,-3.685,0.072,143.936,4
1844,Starlight,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,220600,29,0.649,0.0192,0.649,0.777,0.000487,0.234,-5.797,0.0391,126.014,4
1845,I Know Places,reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,195706,31,0.602,0.245,0.602,0.755,0.0,0.178,-4.991,0.071,159.965,4
1846,Welcome To New York - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift,2015-02-01,209388,13,0.823,0.0471,0.823,0.635,0.188,0.348,-6.293,0.0465,116.989,4
1847,Blank Space - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift,2015-02-01,228598,17,0.605,0.0381,0.605,0.69,0.00943,0.113,-4.914,0.0522,191.998,4
1848,Style - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift,2015-02-01,230303,17,0.57,0.000585,0.57,0.841,0.821,0.104,-6.12,0.0312,94.996,4
1849,Out Of The Woods - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift,2015-02-01,233608,14,0.49,2.71e-05,0.49,0.924,0.804,0.408,-6.497,0.0344,92.021,4
1850,All You Had To Do Was Stay - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift,2015-02-01,191582,11,0.628,0.000201,0.628,0.716,0.052,0.209,-6.377,0.0346,97.01,4
1851,Shake It Off - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift,2015-02-01,217567,15,0.705,0.00154,0.705,0.829,0.853,0.462,-6.105,0.0977,160.029,4
1852,I Wish You Would - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift,2015-02-01,204915,10,0.591,0.000811,0.591,0.944,0.512,0.135,-6.179,0.0432,117.991,4
1853,Bad Blood - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift,2015-02-01,209842,12,0.66,0.0399,0.66,0.838,0.00186,0.238,-6.765,0.103,170.003,4
1854,Wildest Dreams - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift,2015-02-01,218705,16,0.544,0.0909,0.544,0.586,0.818,0.139,-10.553,0.0348,140.09,4
1855,How You Get The Girl - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift,2015-02-01,245420,11,0.731,0.000133,0.731,0.624,0.829,0.0811,-7.092,0.0457,120.012,4
1856,This Love - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift,2015-02-01,247166,10,0.482,0.669,0.482,0.397,0.833,0.0899,-10.138,0.0285,143.962,4
1857,I Know Places - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift,2015-02-01,193811,10,0.64,0.0112,0.64,0.713,0.0126,0.64,-6.634,0.0606,80.014,4
1858,Clean - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift,2015-02-01,269207,11,0.856,0.241,0.856,0.371,0.819,0.111,-9.921,0.0425,103.999,4
1859,Wonderland - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift,2015-02-01,242409,9,0.464,0.00557,0.464,0.561,0.6,0.108,-6.741,0.0314,184.048,4
1860,You Are In Love - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift,2015-02-01,266003,10,0.448,0.806,0.448,0.424,0.781,0.0946,-12.148,0.038,84.923,4
1861,New Romantics - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift,2015-02-01,227743,12,0.61,0.000636,0.61,0.95,0.304,0.273,-4.936,0.047,121.995,4
1862,ATTENTION,ATTENTION: MILEY LIVE,Miley Cyrus,2022-04-01,95525,60,0.49,0.00824,0.49,0.731,0.0128,0.585,-10.884,0.211,119.941,4
1863,We Can't Stop X Where Is My Mind? - Live,ATTENTION: MILEY LIVE,Miley Cyrus,2022-04-01,334991,62,0.333,0.0127,0.333,0.9,0.0,0.662,-4.107,0.0884,166.235,4
1864,Plastic Hearts - Live,ATTENTION: MILEY LIVE,Miley Cyrus,2022-04-01,206734,60,0.485,0.0235,0.485,0.892,2.15e-05,0.863,-4.036,0.0639,88.025,4
1865,Heart of Glass - Live,ATTENTION: MILEY LIVE,Miley Cyrus,2022-04-01,187512,59,0.487,0.0263,0.487,0.973,0.00646,0.976,-4.511,0.106,114.928,4
1866,4x4 - Live,ATTENTION: MILEY LIVE,Miley Cyrus,2022-04-01,180400,57,0.722,0.0299,0.722,0.904,0.0,0.499,-4.982,0.0412,116.019,4
1867,(SMS) Bangerz - Live,ATTENTION: MILEY LIVE,Miley Cyrus,2022-04-01,200153,56,0.624,0.0272,0.624,0.935,3.37e-05,0.763,-4.672,0.176,139.052,4
1868,Dooo It! - Live,ATTENTION: MILEY LIVE,Miley Cyrus,2022-04-01,68680,54,0.633,0.0251,0.633,0.912,0.000184,0.205,-4.956,0.301,172.13,4
1869,23 - Live,ATTENTION: MILEY LIVE,Miley Cyrus,2022-04-01,534336,56,0.549,0.165,0.549,0.788,0.0,0.791,-5.524,0.142,140.045,4
1870,Never Be Me - Live,ATTENTION: MILEY LIVE,Miley Cyrus,2022-04-01,213811,57,0.379,0.017,0.379,0.83,0.0,0.747,-4.342,0.0485,82.802,4
1871,Maybe - Live,ATTENTION: MILEY LIVE,Miley Cyrus,2022-04-01,247474,56,0.39,0.0238,0.39,0.721,1.59e-06,0.5,-5.258,0.0809,82.36,3
1872,7 Things - Live,ATTENTION: MILEY LIVE,Miley Cyrus,2022-04-01,220353,57,0.499,0.0512,0.499,0.958,4.83e-06,0.902,-4.061,0.0673,104.038,4
1873,Bang Bang X See You Again - Live,ATTENTION: MILEY LIVE,Miley Cyrus,2022-04-01,272884,58,0.295,0.023,0.295,0.88,9.71e-06,0.719,-5.041,0.086,140.911,4
1874,Jolene - Live,ATTENTION: MILEY LIVE,Miley Cyrus,2022-04-01,266989,61,0.431,0.0181,0.431,0.783,0.0,0.836,-5.879,0.14,107.861,4
1875,High - Live,ATTENTION: MILEY LIVE,Miley Cyrus,2022-04-01,209273,56,0.366,0.0114,0.366,0.786,0.0,0.838,-5.412,0.041,145.968,4
1876,You - Live,ATTENTION: MILEY LIVE,Miley Cyrus,2022-04-01,181093,67,0.447,0.333,0.447,0.539,0.0,0.892,-5.051,0.0317,113.225,4
1877,Like a Prayer - Live,ATTENTION: MILEY LIVE,Miley Cyrus,2022-04-01,207879,64,0.49,0.0184,0.49,0.913,4.95e-05,0.827,-4.004,0.0468,112.137,4
1878,Edge of Midnight (Midnight Sky Remix) - Live,ATTENTION: MILEY LIVE,Miley Cyrus,2022-04-01,220246,57,0.56,0.0823,0.56,0.871,0.0,0.698,-4.517,0.0431,109.963,4
1879,The Climb - Live,ATTENTION: MILEY LIVE,Miley Cyrus,2022-04-01,360520,57,0.199,0.00443,0.199,0.934,0.00017,0.809,-4.725,0.112,160.885,4
1880,Wrecking Ball X Nothing Compares 2 U - Live,ATTENTION: MILEY LIVE,Miley Cyrus,2022-04-01,313036,58,0.459,0.0307,0.459,0.635,0.0,0.291,-4.582,0.0312,119.658,4
1881,Party In The USA - Live,ATTENTION: MILEY LIVE,Miley Cyrus,2022-04-01,420791,56,0.348,0.00268,0.348,0.953,5.48e-05,0.852,-4.223,0.0813,99.566,4
1882,WTF Do I Know,Plastic Hearts,Miley Cyrus,2020-11-27,171800,65,0.564,0.00255,0.564,0.849,0.0,0.269,-2.619,0.248,157.905,4
1883,Plastic Hearts,Plastic Hearts,Miley Cyrus,2020-11-27,205733,72,0.551,0.0511,0.551,0.756,0.0,0.0765,-4.948,0.0652,175.984,4
1884,Angels Like You,Plastic Hearts,Miley Cyrus,2020-11-27,196453,77,0.672,0.0981,0.672,0.642,0.0,0.1,-4.035,0.0313,121.981,4
1885,Prisoner (feat. Dua Lipa),Plastic Hearts,Miley Cyrus,2020-11-27,169333,78,0.781,0.0103,0.781,0.67,0.0,0.0761,-3.912,0.0452,127.99,4
1886,Gimme What I Want,Plastic Hearts,Miley Cyrus,2020-11-27,151720,63,0.659,0.0428,0.659,0.765,0.0,0.0783,-5.392,0.0591,89.983,4
1887,Night Crawling (feat. Billy Idol),Plastic Hearts,Miley Cyrus,2020-11-27,189013,63,0.638,0.0378,0.638,0.918,0.00805,0.0948,-4.368,0.0382,134.022,4
1888,Midnight Sky,Plastic Hearts,Miley Cyrus,2020-11-27,223280,75,0.699,0.00161,0.699,0.805,0.00177,0.249,-5.535,0.0345,109.976,4
1889,High,Plastic Hearts,Miley Cyrus,2020-11-27,196760,61,0.474,0.00481,0.474,0.54,1.03e-05,0.299,-6.862,0.035,72.995,4
1890,Hate Me,Plastic Hearts,Miley Cyrus,2020-11-27,157800,60,0.652,0.0244,0.652,0.597,0.00103,0.238,-6.536,0.0286,90.022,4
1891,Bad Karma (feat. Joan Jett),Plastic Hearts,Miley Cyrus,2020-11-27,188200,59,0.82,0.0301,0.82,0.568,0.0092,0.169,-6.963,0.0538,113.941,4
1892,Never Be Me,Plastic Hearts,Miley Cyrus,2020-11-27,215520,65,0.475,0.0578,0.475,0.565,4.84e-05,0.341,-7.853,0.0378,165.091,4
1893,Golden G String,Plastic Hearts,Miley Cyrus,2020-11-27,235746,57,0.537,0.348,0.537,0.506,0.0,0.0786,-6.139,0.0334,105.292,3
1894,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),Plastic Hearts,Miley Cyrus,2020-11-27,220636,65,0.681,0.0291,0.681,0.737,7.16e-06,0.0856,-5.246,0.0384,109.95,4
1895,Heart Of Glass (Live from the iHeart Festival),Plastic Hearts,Miley Cyrus,2020-11-27,213671,67,0.58,0.000335,0.58,0.908,4.84e-05,0.087,-5.303,0.0341,115.016,4
1896,Zombie (Live from the NIVA Save Our Stages Festival),Plastic Hearts,Miley Cyrus,2020-11-27,290767,61,0.407,0.000206,0.407,0.872,0.0451,0.127,-5.001,0.0354,164.0,4
1897,WTF Do I Know,Plastic Hearts,Miley Cyrus,2020-11-27,171800,32,0.573,0.00394,0.573,0.808,0.0,0.278,-2.595,0.266,157.937,4
1898,Plastic Hearts,Plastic Hearts,Miley Cyrus,2020-11-27,205733,44,0.551,0.0511,0.551,0.756,0.0,0.0765,-4.948,0.0652,175.984,4
1899,Angels Like You,Plastic Hearts,Miley Cyrus,2020-11-27,196453,59,0.672,0.0981,0.672,0.642,0.0,0.1,-4.035,0.0313,121.981,4
1900,Prisoner (feat. Dua Lipa),Plastic Hearts,Miley Cyrus,2020-11-27,169333,33,0.781,0.0103,0.781,0.67,0.0,0.0761,-3.912,0.0452,127.99,4
1901,Gimme What I Want,Plastic Hearts,Miley Cyrus,2020-11-27,151720,30,0.659,0.0428,0.659,0.765,0.0,0.0783,-5.392,0.0591,89.983,4
1902,Night Crawling (feat. Billy Idol),Plastic Hearts,Miley Cyrus,2020-11-27,189013,31,0.638,0.0378,0.638,0.918,0.00805,0.0948,-4.368,0.0382,134.022,4
1903,Midnight Sky,Plastic Hearts,Miley Cyrus,2020-11-27,223280,33,0.699,0.00161,0.699,0.805,0.00177,0.249,-5.535,0.0345,109.976,4
1904,High,Plastic Hearts,Miley Cyrus,2020-11-27,196760,28,0.474,0.00481,0.474,0.54,1.03e-05,0.299,-6.862,0.035,72.995,4
1905,Hate Me,Plastic Hearts,Miley Cyrus,2020-11-27,157800,27,0.652,0.0244,0.652,0.597,0.00103,0.238,-6.536,0.0286,90.022,4
1906,Bad Karma (feat. Joan Jett),Plastic Hearts,Miley Cyrus,2020-11-27,188200,27,0.824,0.0272,0.824,0.567,0.0109,0.148,-6.973,0.0531,113.961,4
1907,Never Be Me,Plastic Hearts,Miley Cyrus,2020-11-27,215520,31,0.475,0.0578,0.475,0.565,4.84e-05,0.341,-7.853,0.0378,165.091,4
1908,Golden G String,Plastic Hearts,Miley Cyrus,2020-11-27,235746,24,0.537,0.348,0.537,0.506,0.0,0.0786,-6.139,0.0334,105.292,3
1909,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),Plastic Hearts,Miley Cyrus,2020-11-27,220636,29,0.681,0.0291,0.681,0.737,7.16e-06,0.0856,-5.246,0.0384,109.95,4
1910,Heart Of Glass (Live from the iHeart Festival),Plastic Hearts,Miley Cyrus,2020-11-27,213671,28,0.58,0.000335,0.58,0.908,4.84e-05,0.087,-5.303,0.0341,115.016,4
1911,Zombie (Live from the NIVA Save Our Stages Festival),Plastic Hearts,Miley Cyrus,2020-11-27,290767,27,0.407,0.000206,0.407,0.872,0.0451,0.127,-5.001,0.0354,164.0,4
1912,Younger Now,Younger Now,Miley Cyrus,2017-09-29,248773,56,0.548,0.00129,0.548,0.873,4.55e-05,0.138,-4.881,0.0618,121.918,4
1913,Malibu,Younger Now,Miley Cyrus,2017-09-29,231906,74,0.573,0.0767,0.573,0.781,2.64e-05,0.0813,-6.406,0.0555,139.934,4
1914,Rainbowland (feat. Dolly Parton),Younger Now,Miley Cyrus,2017-09-29,265373,47,0.572,0.0789,0.572,0.586,0.0,0.0736,-6.665,0.0441,108.033,4
1915,Week Without You,Younger Now,Miley Cyrus,2017-09-29,224373,48,0.456,0.000448,0.456,0.633,0.0361,0.58,-6.249,0.0375,89.896,4
1916,Miss You So Much,Younger Now,Miley Cyrus,2017-09-29,293746,49,0.394,0.0248,0.394,0.506,7.12e-06,0.372,-5.135,0.0303,98.32,4
1917,I Would Die For You,Younger Now,Miley Cyrus,2017-09-29,173866,51,0.618,0.18,0.618,0.374,0.0,0.182,-7.524,0.0298,95.92,4
1918,Thinkin',Younger Now,Miley Cyrus,2017-09-29,245053,42,0.846,0.0052,0.846,0.706,3.93e-05,0.329,-3.48,0.031,115.041,4
1919,Bad Mood,Younger Now,Miley Cyrus,2017-09-29,179120,48,0.562,0.144,0.562,0.684,0.0,0.133,-5.285,0.0349,153.99,4
1920,Love Someone,Younger Now,Miley Cyrus,2017-09-29,199493,42,0.678,0.00496,0.678,0.845,1.29e-05,0.0572,-3.636,0.0329,99.078,4
1921,She's Not Him,Younger Now,Miley Cyrus,2017-09-29,213960,50,0.502,0.0992,0.502,0.407,0.0,0.116,-6.331,0.0279,75.945,4
1922,Inspired,Younger Now,Miley Cyrus,2017-09-29,201160,44,0.55,0.464,0.55,0.518,0.0,0.125,-6.055,0.0253,103.955,4
1923,Dooo It!,Miley Cyrus & Her Dead Petz,Miley Cyrus,2015-08-30,218586,48,0.6,0.00296,0.6,0.611,0.000112,0.38,-6.43,0.231,172.103,4
1924,Karen Don't Be Sad,Miley Cyrus & Her Dead Petz,Miley Cyrus,2015-08-30,292506,38,0.325,0.575,0.325,0.661,1.95e-05,0.128,-6.214,0.0372,74.538,4
1925,The Floyd Song (Sunrise),Miley Cyrus & Her Dead Petz,Miley Cyrus,2015-08-30,316493,35,0.297,0.167,0.297,0.473,0.0201,0.171,-8.016,0.0309,186.105,4
